title,game_name,game_alias,game_image_url,game_web_link,review_score,profile_dev,profile_platforms,release_world,main_story,main_extra,completionist,all_styles,
"deadly premonition","Deadly Premonition","Deadly Premonition Origins, Deadly Premonition: The Director's Cut","https://howlongtobeat.com/games/DeadlyPremonitiondirectorsCut.jpg","https://howlongtobeat.com/game/2351","76","Access Games, Toybox","['Nintendo Switch', 'PC', 'PlayStation 3', 'Xbox 360']","2010","18.32","23.7","35.66","23.3",
"fatal frame","Fatal Frame","Project Zero, Zero","https://howlongtobeat.com/games/Fatal_Frame_Coverart.png","https://howlongtobeat.com/game/3395","75","Tecmo","['PlayStation 2', 'Xbox']","2001","7.48","9.17","11.81","7.95",
"king of fighters","The King of Fighters XIII","The King of Fighters XIII: Steam Edition","https://howlongtobeat.com/games/250px-Kofxiiips3.jpg","https://howlongtobeat.com/game/9987","77","SNK Playmore","['Arcade', 'PC', 'PlayStation 3', 'Xbox 360']","2010","2.96","21.07","163.75","8.66",
"sacred","Sacred","","https://howlongtobeat.com/games/250px-Sacred_game.jpg","https://howlongtobeat.com/game/8049","73","Ascaron","['PC']","2004","24.78","36.04","64.56","34.04",
"gratuitous space battles","Gratuitous Space Battles","","https://howlongtobeat.com/games/GratuitousSpaceBattles_292x136.jpg","https://howlongtobeat.com/game/4081","58","Positech Games","['PC']","2009","2.8","6.38","14.5","4.26",
"tengai makyō","Far East of Eden Zero","Tengai Makyou Zero","https://howlongtobeat.com/games/31361_Tengai_Makyou_Zero.jpg","https://howlongtobeat.com/game/31361","72","Red Company","['Super Nintendo']","1995","23.05","33.26","39.33","24.35",
"end of nations","Rise of Nations: Extended Edition","","https://howlongtobeat.com/games/RiseofNationsExtendedEdition_292x136.jpg","https://howlongtobeat.com/game/19796","79","Big Huge Games, SkyBox Labs","['PC']","2014","18.72","43.72","86.14","36.71",
"intrusion 1 and 2",,,,,,,,,,,,,
"onimusha","Onimusha: Warlords","","https://howlongtobeat.com/games/250px-Onimusha_-_Warlords_Coverart.png","https://howlongtobeat.com/game/6768","76","Capcom","['Emulated', 'Nintendo Switch', 'PC', 'PlayStation 2', 'PlayStation 4', 'Xbox', 'Xbox One']","2001","4.61","5.55","10.8","5.33",
"penumbra","Penumbra: Overture","","https://howlongtobeat.com/games/Penumbra-win-cover.jpg","https://howlongtobeat.com/game/6963","71","Frictional Games","['PC']","2007","5.66","6.09","7.46","6.07",
"nura: rise of the yokai clan",,,,,,,,,,,,,
"omikron: the nomad soul","Omikron: The Nomad Soul","","https://howlongtobeat.com/games/Omikron_-_The_Nomad_Soul_Coverart.jpg","https://howlongtobeat.com/game/6733","62","Quantic Dream","['Dreamcast', 'PC']","1999","14.17","18.72","19.61","16.59",
"tales of symphonia","Tales of Symphonia","Tales of Symphonia Remastered","https://howlongtobeat.com/games/Tales_of_Symphonia_case_cover.jpg","https://howlongtobeat.com/game/9603","83","Namco Tales Studio","['Nintendo GameCube', 'Nintendo Switch', 'PC', 'PlayStation 2', 'PlayStation 3', 'PlayStation 4', 'Xbox One']","2003","47.05","63.95","202.73","60.75",
"pandoras tower","Pandora's Tower","","https://howlongtobeat.com/games/250px-Pandoras_Tower_Cover_Art.jpg","https://howlongtobeat.com/game/6894","77","Ganbarion","['Wii', 'Wii U']","2011","19.59","24.74","26.92","21.82",
"endless space","Endless Space","","https://howlongtobeat.com/games/2271790-328534_endless_space_large.jpg","https://howlongtobeat.com/game/3117","69","Amplitude Studios","['PC']","2012","15.89","45.17","127.76","26.1",
"driftmoon 1.1",,,,,,,,,,,,,
"star command","Star Command","","https://howlongtobeat.com/games/Star_Command_1988.png","https://howlongtobeat.com/game/27473","0","Strategic Simulations","['']","1988","0.0","12.0","0.0","12.0",
"eternal darkness: sanity's requiem","Eternal Darkness: Sanity's Requiem","","https://howlongtobeat.com/games/250px-Eternal_Darkness_box.jpg","https://howlongtobeat.com/game/3179","80","Silicon Knights","['Nintendo GameCube']","2002","13.3","15.47","29.82","14.97",
"shin megami tensei","Shin Megami Tensei","","https://howlongtobeat.com/games/Shin_Megami_Tensei_The_First.jpg","https://howlongtobeat.com/game/8420","70","Atlus","['Game Boy Advance', 'Mobile', 'PlayStation', 'Sega CD', 'Super Nintendo', 'TurboGrafx-CD']","1992","30.74","38.12","49.62","35.69",
"planetary annihlation",,,,,,,,,,,,,
"total annihlation",,,,,,,,,,,,,
"hades","Hades","","https://howlongtobeat.com/games/62941_Hades.jpg","https://howlongtobeat.com/game/62941","90","Supergiant Games","['Mac', 'Nintendo Switch', 'PC', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X/S']","2020","22.29","48.02","95.93","40.94",
"outlast","Outlast","","https://howlongtobeat.com/games/Outlast_cover.jpg","https://howlongtobeat.com/game/13407","76","Red Barrels","['PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']","2013","5.16","7.09","10.66","6.12",
"disco elyssum ***",,,,,,,,,,,,,
"hotline miami","Hotline Miami","","https://howlongtobeat.com/games/Hotline_Miami_cover.png","https://howlongtobeat.com/game/4530","82","Dennaton Games","['Google Stadia', 'Linux', 'Mac', 'Mobile', 'Nintendo Switch', 'PC', 'PlayStation 3', 'PlayStation 4', 'PlayStation Vita', 'Xbox One']","2012","5.25","7.33","14.88","6.68",
"betrayer","Betrayer","","https://howlongtobeat.com/games/17256_Betrayer.jpg","https://howlongtobeat.com/game/17256","69","Blackpowder Games","['PC']","2014","6.69","9.04","12.71","9.3",
"phoenix point","Phoenix Point","","https://howlongtobeat.com/games/53702_Phoenix_Point.jpg","https://howlongtobeat.com/game/53702","61","Snapshot Games","['PC']","2019","35.12","79.32","133.66","73.45",
"ape out","Ape Out","","https://howlongtobeat.com/games/56938_Ape_Out.jpg","https://howlongtobeat.com/game/56938","75","Gabe Cuzzillo, Bennett Foddy, Matt Boch","['Nintendo Switch', 'PC']","2019","2.15","3.09","8.57","2.38",
"praey for the gods","Praey for the Gods","","https://howlongtobeat.com/games/64731_Praey_for_the_Gods.jpg","https://howlongtobeat.com/game/64731","67","No Matter Studios","['PC', 'PlayStation 4', 'PlayStation 5', 'Xbox One']","2021","6.49","12.45","18.82","10.58",
"star wars jedi fallen order","Star Wars Jedi: Fallen Order","","https://howlongtobeat.com/games/60145_Star_Wars_Jedi_Fallen_Order.jpg","https://howlongtobeat.com/game/60145","81","Respawn Entertainment","['Google Stadia', 'PC', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X/S']","2019","17.13","21.93","31.08","21.77",
"observation","Observation","","https://howlongtobeat.com/games/67287_Observation.jpg","https://howlongtobeat.com/game/67287","72","No Code","['PC', 'PlayStation 4', 'Xbox One']","2019","5.8","6.71","8.42","6.39",
"wide ocean big jacket","Wide Ocean Big Jacket","","https://howlongtobeat.com/games/75015_Wide_Ocean_Big_Jacket.jpg","https://howlongtobeat.com/game/75015","75","Turnfollow","['Mobile', 'PC', 'Nintendo Switch']","2020","1.01","1.19","1.32","1.07",
"terminator resistance","Terminator: Resistance","","https://howlongtobeat.com/games/71948_Terminator_Resistance.jpg","https://howlongtobeat.com/game/71948","71","Teyon","['PC', 'PlayStation 4', 'Xbox One']","2019","9.19","12.52","15.81","12.77",
"ministry of broadcast **",,,,,,,,,,,,,
"the cat lady","The Cat Lady","","https://howlongtobeat.com/games/The_Cat_Lady.jpg","https://howlongtobeat.com/game/9801","82","Harvester Games","['PC']","2012","8.05","9.37","12.14","9.21",
"baldurs gate 3","Baldur's Gate 3","Baldur's Gate III","https://howlongtobeat.com/games/68033_Baldurs_Gate_3.jpg","https://howlongtobeat.com/game/68033","85","Larian Studios","['Google Stadia', 'Mac', 'PC', 'PlayStation 5']","2023","22.85","33.79","70.64","34.32",
"stellar is federations",,,,,,,,,,,,,
"maquette","Maquette","","https://howlongtobeat.com/games/75540_Maquette.jpg","https://howlongtobeat.com/game/75540","62","Graceful Decay","['Nintendo Switch', 'PC', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X/S']","2021","3.56","4.09","5.32","4.17",
"dwarros (maybe)",,,,,,,,,,,,,
"state of decay 2","State of Decay 2","State of Decay 2: Juggernaut Edition","https://howlongtobeat.com/games/46403_State_of_Decay_2.jpg","https://howlongtobeat.com/game/46403","70","Undead Labs","['PC', 'Xbox One']","2018","15.83","31.05","119.06","30.63",
"manhunt series",,,,,,,,,,,,,
"dante’s inferno",,,,,,,,,,,,,
"the hidden","ZanZarah: The Hidden Portal","","https://howlongtobeat.com/games/ZanZarah_The_Hidden_Portal_header.jpg","https://howlongtobeat.com/game/16992","80","Funatics Software","['PC']","2015","12.09","19.52","45.0","19.39",
"everything *",,,,,,,,,,,,,
"world of horror","World of Horror","","https://howlongtobeat.com/games/67201_WORLD_OF_HORROR.jpg","https://howlongtobeat.com/game/67201","81","panstas","['PC']","2016","1.48","7.31","36.09","5.87",
"sludge life ***",,,,,,,,,,,,,
"pathfinder: wrath of the righteous","Pathfinder: Wrath of the Righteous","","https://howlongtobeat.com/games/83856_Pathfinder_Wrath_of_the_Righteous.jpg","https://howlongtobeat.com/game/83856","85","Owlcat Games","['PC', 'PlayStation 4', 'Xbox One']","2021","54.3","132.25","191.95","131.41",
"observer remaster next gen **",,,,,,,,,,,,,
"lords of the fallen **",,,,,,,,,,,,,
"days gone *",,,,,,,,,,,,,
"cloud punk","Cloudpunk","","https://howlongtobeat.com/games/62579_Cloudpunk.jpg","https://howlongtobeat.com/game/62579","74","Ion Lands","['Nintendo Switch', 'PC', 'PlayStation 4', 'Xbox One']","2020","9.02","11.23","15.12","11.03",
"darkest dungeon easy mod?",,,,,,,,,,,,,
"wildfire","Wildfire","","https://howlongtobeat.com/games/25808_Wildfire.jpg","https://howlongtobeat.com/game/25808","71","Sneaky Bastards","['PC']","2017","6.7","10.47","20.81","10.73",
"tales from off peak city","Tales From Off-Peak City Vol. 1","","https://howlongtobeat.com/games/75016_Tales_From_Off-Peak_City_Vol_1.jpg","https://howlongtobeat.com/game/75016","79","Cosmo D Studios","['PC']","2020","1.55","1.96","2.89","1.87",
"ghost runner","Ghostrunner","","https://howlongtobeat.com/games/69898_Ghostrunner.jpg","https://howlongtobeat.com/game/69898","76","One More Level, 3D Realms, Slipgate Ironworks","['Amazon Luna', 'Nintendo Switch', 'PC', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X/S']","2020","6.88","8.7","12.73","7.86",
"little nightmares ii","Little Nightmares II","Little Nightmares 2","https://howlongtobeat.com/games/69805_Little_Nightmares_II.jpg","https://howlongtobeat.com/game/69805","81","Tarsier Studios","['Google Stadia', 'Nintendo Switch', 'PC', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X/S']","2021","5.6","6.46","9.12","6.24",
"sable","Sable","","https://howlongtobeat.com/games/59371_Sable_(2020).jpg","https://howlongtobeat.com/game/59371","71","Shedworks","['PC', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X/S']","2021","7.46","13.83","19.83","14.86",
"shadow warrior","Shadow Warrior","","https://howlongtobeat.com/games/Shadow-Warrior_2013-Box-Art.jpg","https://howlongtobeat.com/game/8352","74","Flying Wild Hog","['PC', 'PlayStation 4', 'Xbox One']","2013","12.31","15.13","35.44","13.76",
"elder scroll of games (unity remake)",,,,,,,,,,,,,
"mosaic","Mosaic","","https://howlongtobeat.com/games/62986_Mosaic.jpg","https://howlongtobeat.com/game/62986","65","Krillbite Studio","['Mobile', 'Nintendo Switch', 'PC', 'PlayStation 4', 'Xbox One']","2019","3.0","3.44","6.15","3.38",
"lovesick",,,,,,,,,,,,,
"shine megami tensei",,,,,,,,,,,,,
"gylt","Gylt","","https://howlongtobeat.com/games/67988_Gylt.png","https://howlongtobeat.com/game/67988","69","Tequila Works","['Google Stadia']","2019","5.98","7.95","9.23","7.24",
"condemned series",,,,,,,,,,,,,
"the pathless","The Pathless","","https://howlongtobeat.com/games/68191_The_Pathless.jpg","https://howlongtobeat.com/game/68191","77","Giant Squid","['Mobile', 'Nintendo Switch', 'PC', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X/S']","2020","6.12","9.6","13.05","9.26",
"far cry new dawn","Far Cry New Dawn","","https://howlongtobeat.com/games/64996_Far_Cry_New_Dawn.jpg","https://howlongtobeat.com/game/64996","68","Ubisoft Montreal, Ubisoft Kiev, Ubisoft Shanghai","['Google Stadia', 'PC', 'PlayStation 4', 'Xbox One']","2019","11.12","17.51","28.69","17.14",
"goodbye deponia","Goodbye Deponia","","https://howlongtobeat.com/games/Goodbye_Deponia.jpg","https://howlongtobeat.com/game/14153","77","Daedalic Entertainment","['Nintendo Switch', 'PC', 'PlayStation 4', 'Xbox One']","2013","10.16","12.24","12.32","11.27",
"moon remix rpg","Moon: Remix RPG Adventure","","https://howlongtobeat.com/games/12306_Moon_Remix_RPG_Adventure.jpg","https://howlongtobeat.com/game/12306","79","Love-de-Lic","['Nintendo Switch', 'PC', 'PlayStation', 'PlayStation 4']","1997","15.31","19.52","20.6","19.25",
"immortals fenyx rising","Immortals Fenyx Rising","Gods & Monsters","https://howlongtobeat.com/games/68236_Gods_&_Monsters.jpg","https://howlongtobeat.com/game/68236","77","Ubisoft Quebec","['Google Stadia', 'Nintendo Switch', 'PC', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X/S']","2020","25.27","40.34","61.45","41.67",
"bugsnax","Bugsnax","","https://howlongtobeat.com/games/80122_Bugsnax.jpg","https://howlongtobeat.com/game/80122","75","Young Horses","['Nintendo Switch', 'PC', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X/S']","2020","7.61","11.31","14.47","12.35",
"resident evil 2 re make","Resident Evil 2","Resident Evil 2 Remake, Biohazard RE:2","https://howlongtobeat.com/games/57479_Resident_Evil_2_(2019).jpg","https://howlongtobeat.com/game/57479","88","Capcom R&D Division 1","['Nintendo Switch', 'PC', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Xbox Series X/S']","2019","8.67","14.77","34.29","11.76",
